value
Apis mellifera
Heliconia sp.
Goeppertia majestica
Blumea sinuata
Erigeron bellioides
Ehretia monopyrena
Acacia confusa
Crotalaria linifolia
Crotalaria quinquefolia
Alstonia scholaris
Dentella repens
Spermacoce ovalifolia
Lindernia antipoda
Pangium edule
Melochia umbellata
Ludwigia hyssopifolia
Oxalis barrelieri
Piper sarmentosum
Rubus moluccanus
Sandoricum koetjape
Decalobanthus pacificus
Merremia hederacea
Poecilia mexicana
Pterophyllum scalare
Macquaria colonorum
Macquaria novemaculeata
Sisyrinchium micranthum
Cyperus pilosus
Cymbopogon refractus
Isachne globosa
Polytrias indica
Themeda arguens
Tripsacum laxum
Erechtites valerianaefolia
Lobelia zeylanica
Persicaria dichotoma
Begonia semperflorens-cultorum
Oldenlandia pumila
Ruellia brevifolia
Teucrium vesicarium
Craterostigma nummulariifolium
Hibiscus diversifolius
Elaeocarpus angustifolius
Limonia acidissima
Dacrycarpus imbricatus
Tubificoides pseudogaster
Marenzelleria sp.
Evadne anonyx
Catostomus catostomus
Jacobaea cannabifolia
Lupinus nootkatensis
Galium album
Pomphorhynchus laevis
Cambarincola gracilis
Cambarincola okadai
Xironogiton victoriensis
Arhynchite arhynchite
Goniadella gracilis
Podarkeopsis capensis
Manayunkia caspica
Desdemona ornata
Neodexiospira brasiliensis
Pileolaria berkeleyana
Clymenella torquata
Boccardia polybranchia
Boccardia semibranchiata
Polydora hoplura
Streblospio benedicti
Ischnothyreus lymphaseus
Menemerus bivittatus
Panysinus nicholsoni
Thyene coccineovittata
Hyalomma scupense
Eukoenenia florenciae
Aculops fuchsiae
Epitrimerus cupressi
Brevipalpus lewisi
Brevipalpus russulus
Tenuipalpus caudatus
Eurytetranychus admes
Oligonychus punicae
Schizotetranychus bambusae
Stigmaeopsis celarius
Tetranychus evansi
Tetranychus mcdanieli
Disparalona hamata
Disparalona leei
Moina affinis
Mecistocephalus guildingii
Muyudesmus obliteratus
Pseudodiaptomus marinus
Eurytemora pacifica
Neoergasilus japonicus
Myicola ostreae
Pseudomyicola spinosus
Mytilicola orientalis
Calymmaderus solidus
Nicobium zuzartei
Ptilineurus marmoratus
Synanobium parmatum
Stricticollis tobias
Apate monachus
Dinoderus brevis
Dinoderus japonicus
Dinoderus ocellaris
Heterobostrychus brunneus
Heterobostrychus hamatipennis
Lyctoxylon dentatum
Micrapate brunnipes
Stenopelmus rufinasus
Anaulacus mocquerysi
Somoplatus fulvus
Somoplatus substriatus
Somotrichus unifasciatus
Bardistus cibarius
Dialeges undulatus
Graphisurus fasciatus
Lucasianus levaillantii
Mimectatina meridiana
Pachydissus sericus
Pachyta quadrimaculata
Stizocera spinicornis
Stromatium longicorne
Titoceres jaspideus
Xylotrechus grayii
Philothermus montandoni
Bruchidius incarnatus
Bruchidius siliquastri
Bruchidius tuberculatus
Caryedon gonagra
Gonioctena fornicata
Luperomorpha xanthodera
Megabruchidius tonkineus
Pseudopachymerina spinipes
Cis bilamellatus
Cis chinensis
Paratillus carus
Chilocorus kuwanae
Chilocorus nigritus
Chilocorus stigma
Harmonia conformis
Lindorus forestieri
Nephus reunioni
Olla v-nigrum
Serangium parcesetosum
Aposericoderus immigrans
Arthrolips fasciata
Sericoderus brevicornis
Caenoscelis subdeplanata
Anchonus suillus
Derelomus piriformis
Dryocoetes himalayensis
Listroderes costirostris
Lixus incanescens
Mascarauxia cyrtica
Naupactus cervinus
Otiorhynchus corruptor
Phloeosinus rudis
Phloeotribus liminaris
Trigonogenius globosus
Xyleborus peregrinus
Xyloterinus politus
Attagenus cyphonoides
Attagenus fasciatus
Attagenus lobatus
Attagenus obtusus
Sefrania bleusei
Trogoderma inclusum
Sphenophorus venatus
Aeolus melliculus
Euxestus erithacus
Bacanius punctiformis
Chalcionellus decemstriatus
Diplostix mayeti
Mullerister rombophorus
Paromalus luderti
Phelister rouzeti
Platylomalus gardineri
Saprinus lugens
Pachysternum capense
Pelosoma lafertei
Cartodere delamarei
Corticarina cavicollis
Thes bergrothi
Brachypeplus deyrollei
Carpophilus fumatus
Carpophilus truncatus
Carpophilus zeaphilus
Epuraea luteola
Xenostrongylus deyrollei
Aulonosoma tenebrionides
Ptilodactyla exotica
Gibbium aequinoctiale
Sphaericus pinguis
Aglenus brunneus
Silvanoprus scuticollis
Silvanus recticollis
Aleochara fucicola
Atheta pasadenae
Bledius dilutipennis
Diestota diffusa
Diestota testacea
Hypomedon debilicornis
Paraphloeostiba gayndahensis
Scopaeus minutus
Scopaeus testaceus
Teropalpus unicolor
Adelina pici
Akis acuminata
Dendarus coarcticollis
Gnathocerus maxillosus
Lyphia tetraphylla
Opatrum emarginatum
Ulomoides dermestoides
Zophosis minuta
Thaneroclerus buquet
Colobicus parilis
Pycnomerus inexspectus
Nala lividipes
Marava arachidis
Liriomyza chinensis
Bibio femoralis
Cecidomyia sorghicola
Clinodiplosis cattleyae
Orseolia cynodontis
Aedes atropalpus
Aedes triseriatus
Fannia pusio
Exaireta spinigera
Hermetia illucens
Trichopoda pennipes
Carpomya incompleta
Rhagoletis completa
Callopistromyia annulipes
Euxesta pechumani
Aleuroclava aucubae
Bemisia afer
Dialeurodes citri
Ctenarytaina eucalypti
Ctenarytaina peregrina
Ctenarytaina spatulata
Glycaspis brimblecombei
Acyrthosiphon kondoi
Acyrthosiphon primulae
Aloephagus myersi
Aphis lugentis
Aploneura ampelina
Brachycaudus rumexicolens
Brachycorynella asparagi
Cerataphis brasiliensis
Cerataphis lataniae
Cerataphis orchidearum
Cinara laportei
Ericaphis scammelli
Essigella californica
Idiopterus nephrelepidis
Illinoia liriodendri
Illinoia morrisoni
Melanaphis bambusae
Monelliopsis caryae
Myzus hemerocallis
Nearctaphis bakeri
Neotoxoptera oliveri
Neotoxoptera violae
Sarucallis kahawaluokalani
Takecallis arundicolens
Takecallis arundinariae
Tinocallis saltans
Tinocallis zelkowae
Utamphorophora humboldti
Wahlgreniella arbuti
Palmaspis degenerata
Empoasca punjabensis
Kyboasca bipunctata
Kyboasca maligna
Melillaia desbrochersi
Orientus ishidae
Psammotettix saxatilis
Scaphoideus rubroguttatus
Stragania apicalis
Graptopsaltria nigrofuscata
Cimex hemipterus
Coccus longulus
Kilifia acuminata
Pulvinariella mesembryanthemi
Acutaspis perseae
Aonidiella taxus
Aulacaspis rosae
Comstockiella sabalis
Dynaspidiotus regnieri
Fiorinia fioriniae
Fiorinia phantasma
Gymnaspis aechmeae
Hemiberlesia rapax
Howardia biclavis
Lepidosaphes ulmi
Lindingaspis rossi
Odonaspis secreta
Parlatoria blanchardi
Parlatoria camelliae
Parlatoria crotonis
Parlatoria theae
Pinnaspis strachani
Pseudaulacaspis cockerelli
Pseudoparlatoria ostreata
Rutherfordia major
Unaspis yanonensis
Eriococcus williamsi
Ovaticoccus agavium
Belonochilus numenius
Crypticerya rileyi
Icerya formicarum
Icerya seychellarum
Matsucoccus feytaudi
Blepharidopterus chlorionis
Euschistus tristigma
Euschistus tristigmus
Perillus bioculatus
Phoenicococcus marlatti
Antonina graminis
Balanococcus kwoni
Chorizococcus rostellum
Crisicoccus pini
Delottococcus euphorbiae
Palmicultor palmarum
Phenacoccus defectus
Phenacoccus madeirensis
Phenacoccus peruvianus
Phenacoccus pumilus
Pseudococcus comstocki
Rhizoecus amorphophalli
Rhizoecus dianthi
Trionymus angustifrons
Trionymus bambusae
Trionymus lumpurensis
Trochiscococcus speciosus
Vryburgia amaryllidis
Vryburgia rimariae
Acizzia acaciaebaileyanae
Acizzia uncatoides
Cacopsylla pulchella
Corythauma ayyari
Leptodictya bambusae
Stephanitis oberti
Stephanitis pyrioides
Phylloplecta trisignata
Powellia vitreoradiata
Ommatissus binotatus
Ablerus clisiocampae
Ablerus perspeciosus
Aphytis abnormis
Aphytis yanonensis
Cales noacki
Coccobius fulvus
Coccophagus ceroplastae
Coccophagus silvestrii
Encarsia aurantii
Encarsia fasciata
Encarsia herndoni
Encarsia hispida
Encarsia lahorensis
Encarsia pergandiella
Eretmocerus eremicus
Eretmocerus haldemani
Plastanoxus laevis
Cotesia marginiventris
Macrocentrus ancylivora
Pauesia cedrobii
Psyttalia concolor
Trioxys remaudierei
Yelicones delicatus
Neodryinus typhlocybae
Ageniaspis citricola
Anagyrus fusciventris
Anagyrus pseudococci
Coccidencyrtus malloi
Copidosoma floridanum
Diversinervus elegans
Encyrtus infelix
Metaphycus maculipennis
Metaphycus swirskii
Plagiomerus diaspidis
Psyllaephagus bliteus
Psyllaephagus pilosus
Tetracnemoidea brevicornis
Tetracnemoidea peregrina
Aprostocetus ceroplastae
Chaenotetrastichus semiflavus
Chrysocharis oscinidis
Chrysonotomyia chamaeleon
Ophelimus maskelli
Quadrastichodella nova
Thripoctenus javae
Bruchophagus sophorae
Aganaspis daci
Brachymyrmex heeri
Hypoponera ergatandria
Auberteterus alternecoloratus
Cryptus luctuosus
Cteniscus dorsalis
Callomegachile sp.
Megachile sculpturalis
Anaphes nitens
Amitus spiniferus
Anisopteromalus calandrae
Gugolzia harmolitae
Mesopolobus pinus
Moranila californica
Paracarotomus cephalotes
Gryon leptocorisae
Chartocerus niger
Megastigmus aculeatus
Megastigmus atedius
Megastigmus milleri
Megastigmus nigrovariegatus
Megastigmus pinsapinis
Megastigmus rafni
Megastigmus schimitscheki
Megastigmus specularis
Pseudoligosita distincta
Trichogramma achaeae
Trichogramma perkinsi
Batrachedra knabi
Blastobasis adustella
Blastobasis glandulella
Blastobasis maroccanella
Blastobasis tarda
Bucculatrix chrysanthemella
Coleophora coxi
Coleophora texanella
Chilo suppressalis
Crocidophora butleri
Pygospila tyres
Zebronia phenice
Anomis erosa
Araeopteron ecphaea
Acontia crocata
Libythea celtis
Autosticha modicella
Borkhausenia nefrax
Eratophyes amasiella
Aphomia sabella
Cathayia insularum
Comotia torsicornis
Phycita diaphana
Antheraea pernyi
Psychoides filicivora
Tinea murariella
Tinea pallescentella
Acleris undulana
Cydia medicaginis
Dichelia cedricola
Epiphyas postvittana
Antaxius spinibrachius
Isophya rectipennis
Lucasinova nigromarginata
Topana cincticornis
Enderleinellus nitzschi
Enderleinellus tamiasis
Pteroxanium kelloggi
Liposcelis mendax
Nosopsyllus londinensis
Nosopsyllus londiniensis
Euchoplopsyllus glacialis
Pulex irritans
Xenopsylla cheopis
Franklinothrips vespiformis
Merothrips floridensis
Bagnalliella yuccae
Microcephalothrips abdominalis
Pseudodendrothrips mori
Scirtothrips inermis
Thrips hawaiiensis
Aoroides curvipes
Aoroides longimerus
Aoroides semicurvatus
Grandidierella japonica
Ptilohyale littoralis
Photis lamellifera
Arcitalitrus dorrieni
Talitroides alluaudi
Faxonius juvenilis
Faxonius limosus
Orconectes immunis
Menippe mercenaria
Panopeus sayi
Farfantepenaeus aztecus
Latopilumnus malardi
Latopilumnus truncatospinosus
Pilumnus longicornis
Potamon ibericum
Guinearma alberti
Brachynotus sexdentatus
Hemigrapsus penicillatus
Macromedaeus voeltzkowi
Venezillo parvus
Alloschizidium sardoum
Eluma caelata
Asellus aquaticus
Jaera sarsi
Limnoria lignorum
Limnoria quadripunctata
Paranthura japonica
Titanethes albus
Odontodactylus scyllarus
Argulus japonicus
Hesperibalanus fallax
Megabalanus tulipiformis
Bradleystrandesia reticulata
Stenocypris major
Strandesia bicuspis
Allopauropus pseudomillotianus
Caulibugula zanzibariensis
Crisularia serrata
Celleporaria brunnea
Pacificincola perforata
Watersipora aterrima
Watersipora cucullata
Watersipora subatra
Cobitis bilineata
Ballerus sapa
Pachychilon pictum
Romanogobio belingi
Esox cisalpinus
Seriola fasciata
Ambloplites rupestris
Cichlasoma bimaculatum
Dicologlossa hexophthalma
Discoglossus pictus
Bombina bombina
Xenopus sp.
Triturus carnifex
Ecteinascidia styeloides
Perophora japonica
Perophora multiclathrata
Perophora viridis
Microcosmus anchylodeirus
Asterocarpa humilis
Styela calva
Aythya valisineria
Ovis gmelinii
Mustela furo
Genetta genetta
Lepus corsicanus
Lepus granatensis
Pelomedusa subrufa
Exaiptasia diaphana
Diadumene cincta
Eucheilota menoni
Lovenella assimilis
Aurelia coerulea
Aurelia solida
Ensis terranovensis
Brachidontes variabilis
Xenostrobus securis
Crassostrea rhizophorae
Ostrea angasi
Ostrea chilensis
Ostrea denselamellosa
Ostrea puelchana
Euglesa compressa
Musculium transversum
Viviparus ater
Haminoea japonica
Emmericia patula
Urosalpinx cinerea
Tritia corniculum
Tritia neritea
Chromodoris quadricolor
Granaria frumentum
Leucostigma candidescens
Papillifera papillaris
Xerolenta obvia
Xeropicta derbentina
Marmorana muralis
Otala punctata
Monacha martensiana
Bursaphelenchus mucronatus
Nematodiroides zembrae
Actinocleidus oculatus
Actinocleidus recurvatus
Cleidodiscus robustus
Haplocleidus dispar
Onchocleidus similis
Pterocleidus acer
Dactylogyrus anchoratus
Gyrodactylus macrochiri
Caenoplana coerulea
Diversibipalium multilineaum
Koinostylochus ostreophagus
Platydemus manokwari
Kontikia ventrolineata
Obama nungara
Schistosoma haemotobium
Celtodoryx ciocalyptoides
Adelosina carinatastriata
Alexandrium affine
Alexandrium leei
Karenia brevisulcata
Karenia papilionacea
Karenia umbella
Karlodinium decipiens
Takayama tasmanica
Prorocentrum mexicanum
Perkinsus chesapeaki
Perkinsus olsenii
Achnanthes subhudsonis
Platessa uniseriata
Asteromphalus sarcophagus
Nitzschia dissipatoides
Pseudo-nitzschia multistriata
Hydrosera triquetra
Cymbella oahuensis
Encyonema triangulum
Gomphoneis eriensis
Reimeria uniseriata
Ethmodiscus punctiger
Eucampia cornuta
Diadesmis confervacea
Luticola peguana
Capartogramma crucicula
Navicula jakovljevici
Navicula mitigata
Pleurosigma simonsenii
Thalassiosira tealata
Rugulopteryx okamurae
Pylaiella littoralis
Acrothrix gracilis
Cladosiphon zosterae
Halothrix lumbricalis
Sphaerotrichia divaricata
Sphaerotrichia firma
Scytosiphon dotyi
Fibrocapsa japonica
Ceratocystis platani
Ephedra altissima
Sagittaria lancifolia
Najas flexilis
Najas gracillima
Najas indica
Allium multibulbosum
Allium proliferum
Narcissus bulbocodium
Bellevalia ciliata
Bellevalia romana
Ornithogalum boucheanum
Ruscus hypoglossum
Aloe maculata x Aloe striata
Iris lutescens
Iris tuberosa
Ixia dubia
Sisyrinchium chiloense
Orchis brancifortii
Heteranthera rotundifolia
Tulipa agenensis
Tulipa clusiana
Fascicularia bicolor
Carex norvegica
Cyperus schweinitzii
Dulichium arundinaceum
Eleocharis atropurpurea
Eleocharis bonariensis
Scirpus atrovirens
Scirpus hattorianus
Scirpus radicans
Juncus rigidus
Juncus sorrentinii
Aegilops biuncialis
Aegilops caudata
Aegilops columnaris
Aegilops crassa
Aegilops juvenalis
Aegilops macrostachya
Aegilops mutica
Aegilops speltoides
Agrostis reuteri
Alopecurus setarioides
Alopecurus utriculatus
Ammochloa pungens
Aristida junciformis
Bothriochloa barbinodis
Bromus pumilio
Bromus pumpellianus
Cenchrus orientalis
Cornucopiae cucullatum
Cutandia divaricata
Cynosurus polybracteatus
Deschampsia hybrida
Dichanthium foveolatum
Digitaria debilis
Elymus athericus
Eragrostis curtipedicellata
Eragrostis gangetica
Eragrostis prolifera
Eragrostis tephrosanthos
Eriochloa punctata
Heteranthelium piliferum
Hordeum stenostachys
Loliolum subulatum
Lygeum spartum
Nassella poeppigiana
Oplismenus undulatifolius
Periballia laevis
Phleum crypsoides
Poa lanigera
Schmidtia kahalariensis
Secale strictum
Setaria adhaerens
Snowdenia polystachya
Sporobolus pungens
Sporobolus versicolor
Stipa ambigua
Stipa brachychaeta
Stipa gigantea
Stipa tenacissima
Themeda triandra
Vulpia alopecuros
Vulpia cynosuroides
Vulpia delicatula
Vulpia pectinella
Vulpiella stipoides
Wangenheimia lima
Anisosciadium orientale
Artedia squamata
Bowlesia incana
Bupleurum affine
Bupleurum fruticescens
Bupleurum glumaceum
Daucus crinitus
Daucus gracilis
Daucus guttatus
Daucus littoralis
Daucus muricatus
Daucus sahariensis
Eryngium creticum
Eryngium tricuspidatum
Eryngium triquetrum
Krubera peregrina
Kundmannia sicula
Lagoecia cuminoides
Magydaris pastinacea
Perideridia americana
Pimpinella eriocarpa
Pimpinella lutea
Pimpinella puberula
Stoibrax dichotomum
Thapsia tenuifolia
Tordylium aegyptiacum
Tordylium lanatum
Tordylium syriacum
Torilis tenella
Billardiera heterophylla
Acanthospermum humile
Achillea coarctata
Achillea odorata
Acmella leptophylla
Anacyclus homogamos
Anacyclus monanthos
Anthemis alpestris
Anthemis chia
Anthemis scariosa
Anthemis tomentosa
Aster trinervius
Bidens discoidea
Bidens madiotii
Bombycilaena discolor
Brachyscome perpusilla
Calendula stellata
Carduncellus pinnatus
Carduus argyroa
Carduus defloratus
Carduus numidicus
Carduus spachianus
Catananche lutea
Centaurea acaulis
Centaurea aegyptiaca
Centaurea affinis
Centaurea alba
Centaurea alexandrina
Centaurea bimorpha
Centaurea glastifolia
Centaurea glomerata
Centaurea involucrata
Centaurea pallescens
Centaurea parlatoris
Centaurea parviflora
Centaurea pestalotii
Centaurea ragusina
Centaurea sicula
Centaurea sinaica
Centaurea sulphurea
Centaurea tenorei
Centaurea trichocephala
Centaurea verutum
Centaurea virgata
Centipeda cunninghamii
Cheirolophus sempervirens
Cirsium canum
Cirsium odontolepis
Cladanthus arabicus
Cota segetalis
Crepis amplexifolia
Crepis juvenalis
Crepis micrantha
Crepis neglecta
Filago eriocephala
Galactites duriaei
Helianthus giganteus
Helianthus strumosus
Helichrysum foetidum
Helichrysum orientale
Heteranthemis viscidi-hirta
Hieracium beugesiacum
Hieracium calcaricola
Hieracium hispanicum
Hieracium lagascanum
Hieracium patens
Hieracium trichocaulon
Hyoseris lucida
Hypochaeris laevigata
Ifloga spicata
Jurinea alata
Koelpinia linearis
Launaea fragilis
Leontodon taraxacoides
Lonas annua
Mantisalca delestrei
Mantisalca duriaei
Micropus supinus
Olearia macrodonta
Olearia paniculata
Onopordum corymbosum
Otospermum glabrum
Petasites paradoxus
Picris cupuligera
Picris scaberrima
Pilosella alpicola
Pilosella arida
Pilosella fallacina
Pilosella frigidaria
Pilosella laggeri
Pilosella pilosellina
Pilosella pseudopilosella
Pilosella pseudotrichodes
Podachaenium eminens
Ptilostemon gnaphaloides
Pulicaria laciniata
Rudbeckia drummondii
Scolymus grandiflorus
Scorzonera undulata
Scorzoneroides hispidula
Scorzoneroides laciniata
Scorzoneroides muelleri
Scorzoneroides salzmannii
Senecio aegyptius
Senecio deltoideus
Senecio glastifolius
Senecio glaucus
Senecio odontophyllus
Soliva stolonifera
Symphyotrichum amethystinum
Tanacetum coccineum
Tanacetum partheniifolium
Taraxacum lambinonii
Taraxacum pulcherrimum
Taraxacum reichlingii
Tripleurospermum caucasicum
Tripleurospermum disciforme
Volutaria lippii
Volutaria muricata
Xanthium orientale x Xanthium strumarium
Zoegea leptaurea
Acicarpha spathulata
Acicarpha tribuloides
Anchusa gmelinii
Anchusa hybrida
Anchusella cretica
Arnebia hispidissima
Bothriospermum zeylanicum
Buglossoides tenuiflora
Cynoglossum mathezii
Echium angustifolium
Echium pininana
Echium rauwolfii
Echium strictum
Lappula spinocarpos
Microparacaryum intermedium
Myosotis brachypoda
Myosotis cadmea
Myosotis refracta
Nonea pallens
Plagiobothrys scouleri
Heliotropium bacciferum
Heliotropium hirsutissimum
Alyssum corsicum
Alyssum scutigerum
Alyssum wierzbickii
Barbarea bracteosa
Biscutella lyrata
Brassica procumbens
Clypeola cyclodontea
Cochlearia glastifolia
Diplotaxis assurgens
Diplotaxis catholica
Diplotaxis tenuisiliqua
Erucastrum varium
Erysimum nevadense
Isatis lusitanica
Isatis quadrialata
Lepidium aletes
Lepidium linifolium
Lepidium niloticum
Litwinowia tenuissima
Malcolmia arenaria
Murbeckiella zanonii
Neotorularia contortuplicata
Sinapis flexuosa
Sisymbrium assoanum
Sisymbrium crassifolium
Zuvanda crenulata
